,order_id,order_date,ship_date,ship_mode,customer_id
8048,CA-2013-168543,2013-07-04,2013-07-08,Standard Class,DK-13225
8049,CA-2011-144974,2011-09-26,2011-09-30,Standard Class,CM-12715
8052,CA-2011-109904,2011-07-14,2011-07-17,Second Class,BF-10975
8053,CA-2014-152205,2014-09-29,2014-10-06,Standard Class,SF-20965
8054,CA-2012-121188,2012-08-28,2012-09-04,Standard Class,CB-12025
8060,CA-2012-156013,2012-09-20,2012-09-26,Standard Class,TC-20980
8062,CA-2013-132997,2013-11-08,2013-11-10,First Class,LW-17215
8067,US-2012-160563,2012-10-20,2012-10-24,Standard Class,NS-18640
8069,CA-2014-151750,2014-01-02,2014-01-06,Standard Class,JM-15250
8076,CA-2012-106187,2012-06-23,2012-06-29,Standard Class,RF-19345
8079,US-2013-164945,2013-11-23,2013-11-28,Standard Class,CA-12055
8080,CA-2012-150714,2012-10-26,2012-11-01,Standard Class,KH-16690
8085,CA-2013-105753,2013-10-21,2013-10-27,Standard Class,LC-16960
8086,CA-2014-120894,2014-04-29,2014-05-03,Standard Class,JL-15130
8087,CA-2013-106621,2013-09-30,2013-10-02,Second Class,DM-12955
8088,CA-2012-107020,2012-07-10,2012-07-14,Standard Class,MV-18190
8089,US-2012-117492,2012-08-07,2012-08-09,First Class,NS-18640
8090,CA-2011-101392,2011-12-07,2011-12-13,Standard Class,AS-10630
8091,CA-2012-127502,2012-12-10,2012-12-14,Standard Class,MT-17815
8092,CA-2014-143658,2014-11-09,2014-11-14,Second Class,SR-20425
8093,CA-2014-133046,2014-07-28,2014-08-02,Second Class,DK-13375
8097,CA-2014-122798,2014-12-29,2015-01-02,Standard Class,SV-20935
8099,CA-2013-169663,2013-03-11,2013-03-14,First Class,RH-19510
8101,CA-2012-149846,2012-05-22,2012-05-26,Standard Class,SB-20185
8105,CA-2014-159149,2014-02-18,2014-02-20,First Class,CR-12820
8108,US-2014-167570,2014-12-09,2014-12-16,Standard Class,EG-13900
8109,CA-2014-160122,2014-11-19,2014-11-24,Standard Class,RD-19930
8111,CA-2013-130393,2013-12-02,2013-12-04,Second Class,JM-15865
8114,CA-2014-144820,2014-10-04,2014-10-08,Second Class,LW-16825
8115,CA-2014-101014,2014-08-30,2014-09-05,Standard Class,RW-19540
8116,CA-2014-105543,2014-11-25,2014-11-25,Same Day,BG-11695
8117,US-2014-113201,2014-07-01,2014-07-06,Standard Class,TT-21220
8118,US-2014-106551,2014-07-23,2014-07-28,Standard Class,EB-13930
8119,CA-2013-116722,2013-11-12,2013-11-17,Standard Class,LP-17080
8122,CA-2011-138128,2011-12-09,2011-12-15,Standard Class,FP-14320
8124,US-2014-150070,2014-09-08,2014-09-13,Standard Class,JA-15970
8125,CA-2012-137064,2012-02-06,2012-02-13,Standard Class,TS-21655
8128,CA-2014-157350,2014-08-27,2014-09-02,Standard Class,DP-13000
8129,CA-2011-127866,2011-07-20,2011-07-23,First Class,JD-15895
8133,CA-2012-131352,2012-10-08,2012-10-13,Standard Class,GH-14485
8134,CA-2012-121776,2012-02-16,2012-02-21,Standard Class,RD-19585
8136,CA-2013-118073,2013-08-13,2013-08-17,Standard Class,CS-12490
8137,CA-2011-103219,2011-11-09,2011-11-13,Standard Class,BF-11215
8138,CA-2013-102561,2013-07-19,2013-07-23,Standard Class,NK-18490
8141,CA-2013-100993,2013-02-05,2013-02-10,Standard Class,AZ-10750
8145,US-2011-112949,2011-06-20,2011-06-27,Standard Class,Co-12640
8147,US-2014-146822,2014-06-10,2014-06-15,Standard Class,AG-10675
8148,US-2013-131058,2013-12-28,2014-01-01,Standard Class,EM-14140
8149,CA-2011-167997,2011-01-27,2011-01-30,First Class,CA-11965
8151,CA-2014-140151,2014-03-24,2014-03-26,First Class,RB-19360
8154,US-2014-143770,2014-03-21,2014-03-25,Standard Class,RD-19720
8156,CA-2013-131296,2013-10-05,2013-10-10,Standard Class,MS-17830
8157,CA-2013-103464,2013-11-19,2013-11-23,Standard Class,PG-18820
8158,CA-2014-136238,2014-12-27,2015-01-02,Standard Class,KB-16240
8159,CA-2013-120803,2013-03-10,2013-03-14,Standard Class,RB-19465
8160,CA-2013-134138,2013-02-16,2013-02-20,Standard Class,JD-15790
8161,CA-2012-120915,2012-09-28,2012-10-03,Second Class,JJ-15445
8163,CA-2012-168207,2012-11-02,2012-11-06,Standard Class,LT-17110
8167,CA-2013-144148,2013-08-01,2013-08-06,Standard Class,AH-10690
8168,CA-2014-107174,2014-11-07,2014-11-14,Standard Class,AB-10060
8171,CA-2013-146150,2013-02-14,2013-02-19,Standard Class,FM-14380
8172,CA-2011-114125,2011-07-09,2011-07-13,Standard Class,GH-14410
8175,CA-2013-114944,2013-01-30,2013-02-04,Standard Class,HE-14800
8176,CA-2013-135965,2013-09-23,2013-09-26,First Class,SZ-20035
8177,CA-2014-149699,2014-12-23,2014-12-25,First Class,CM-12115
8178,CA-2013-166429,2013-09-03,2013-09-09,Standard Class,TG-21310
8179,CA-2012-112767,2012-08-02,2012-08-06,Standard Class,DK-12985
8180,CA-2012-119879,2012-11-21,2012-11-25,Standard Class,SS-20410
8182,CA-2014-155642,2014-05-19,2014-05-23,Standard Class,BM-11575
8184,US-2014-101721,2014-07-24,2014-07-28,Standard Class,MY-17380
8185,CA-2012-136728,2012-09-13,2012-09-17,Second Class,AG-10900
8187,CA-2013-127194,2013-12-11,2013-12-17,Standard Class,BW-11110
8188,CA-2012-140375,2012-10-02,2012-10-05,Second Class,SG-20470
8190,US-2014-155866,2014-11-18,2014-11-22,Standard Class,CC-12370
8192,CA-2012-141327,2012-11-30,2012-12-03,First Class,LR-16915
8195,CA-2012-136700,2012-12-06,2012-12-11,Second Class,DB-13120
8196,CA-2014-102736,2014-09-06,2014-09-10,Standard Class,LP-17095
8199,CA-2014-125269,2014-04-25,2014-05-01,Standard Class,AF-10870
8201,CA-2012-114811,2012-11-08,2012-11-08,Same Day,KD-16495
8206,CA-2012-122266,2012-04-26,2012-04-30,Standard Class,SA-20830
8208,CA-2012-141565,2012-09-20,2012-09-24,Standard Class,BG-11035
8210,CA-2014-128769,2014-09-08,2014-09-13,Standard Class,DM-12955
8211,CA-2013-116337,2013-11-08,2013-11-13,Standard Class,MC-17845
8213,CA-2012-120845,2012-09-25,2012-10-02,Standard Class,ML-17395
8217,CA-2011-120775,2011-10-03,2011-10-07,Standard Class,RD-19930
8222,CA-2011-152905,2011-02-19,2011-02-25,Standard Class,AB-10015
8223,CA-2013-104633,2013-06-13,2013-06-17,Standard Class,EA-14035
8225,CA-2014-104136,2014-11-02,2014-11-05,Second Class,SF-20065
8227,CA-2013-123050,2013-04-05,2013-04-09,Second Class,BC-11125
8230,CA-2013-162355,2013-07-01,2013-07-03,Second Class,PF-19165
8232,CA-2011-158225,2011-09-22,2011-09-28,Standard Class,SE-20110
8234,CA-2014-102204,2014-05-02,2014-05-07,Standard Class,CJ-12010
8237,CA-2014-103065,2014-10-21,2014-10-21,Same Day,PT-19090
8241,CA-2011-109855,2011-09-01,2011-09-05,Standard Class,LH-16900
8243,CA-2011-109897,2011-08-12,2011-08-16,Standard Class,BW-11200
8245,US-2011-143581,2011-08-19,2011-08-23,Standard Class,BS-11365
8246,CA-2012-129217,2012-05-10,2012-05-10,Same Day,DP-13390
8248,CA-2013-133816,2013-05-11,2013-05-14,Second Class,CS-12400
8249,CA-2012-140221,2012-03-05,2012-03-09,Second Class,MS-17365
8253,CA-2014-152310,2014-08-13,2014-08-20,Standard Class,DK-12895
8259,CA-2013-118101,2013-06-27,2013-06-27,Same Day,SN-20560
8262,CA-2013-100307,2013-12-16,2013-12-20,Standard Class,TC-21475
8263,CA-2012-138457,2012-09-13,2012-09-17,Standard Class,AM-10705
8264,CA-2011-131800,2011-12-30,2012-01-04,Standard Class,AJ-10960
8266,CA-2011-118304,2011-04-29,2011-05-04,Standard Class,KH-16360
8267,CA-2014-121790,2014-01-31,2014-02-07,Standard Class,LP-17095
8271,CA-2013-169670,2013-12-26,2014-01-01,Standard Class,JE-15715
8272,CA-2013-139549,2013-10-21,2013-10-26,Standard Class,MY-18295
8273,CA-2012-104059,2012-06-13,2012-06-15,Second Class,FC-14245
8274,CA-2014-164112,2014-07-01,2014-07-05,Standard Class,ND-18460
8275,CA-2012-143882,2012-06-26,2012-06-30,Standard Class,DB-13360
8276,US-2013-139262,2013-02-21,2013-02-25,Standard Class,LC-16960
8279,CA-2014-146192,2014-04-23,2014-04-27,Standard Class,BD-11725
8280,CA-2014-134810,2014-05-10,2014-05-11,First Class,MC-17605
8282,CA-2012-154284,2012-12-21,2012-12-26,Second Class,SZ-20035
8286,CA-2011-156244,2011-08-12,2011-08-16,Standard Class,DH-13675
8292,CA-2012-106362,2012-12-11,2012-12-15,Standard Class,LC-16885
8293,US-2014-168802,2014-11-04,2014-11-08,Standard Class,JO-15145
8294,US-2014-146906,2014-03-14,2014-03-18,Standard Class,MT-17815
8295,CA-2013-166380,2013-05-31,2013-06-04,Standard Class,EB-13750
8297,US-2012-158911,2012-07-05,2012-07-11,Standard Class,RS-19765
8299,US-2011-103338,2011-03-11,2011-03-15,Standard Class,RB-19435
8300,CA-2012-109169,2012-04-20,2012-04-24,Standard Class,OT-18730
8301,US-2014-167318,2014-07-27,2014-08-02,Standard Class,GZ-14545
8303,US-2011-120313,2011-10-31,2011-11-02,Second Class,NL-18310
8304,CA-2014-135419,2014-11-04,2014-11-10,Standard Class,BG-11740
8305,CA-2013-128671,2013-08-12,2013-08-17,Standard Class,MT-18070
8308,CA-2013-149335,2013-07-26,2013-07-26,Same Day,BC-11125
8309,CA-2011-168312,2011-03-01,2011-03-07,Standard Class,GW-14605
8311,US-2014-105935,2014-01-27,2014-02-01,Standard Class,BD-11500
8313,CA-2011-161508,2011-07-12,2011-07-16,Standard Class,PV-18985
8317,CA-2014-130904,2014-04-12,2014-04-17,Standard Class,HM-14980
8319,CA-2014-133620,2014-11-14,2014-11-19,Standard Class,EM-14065
8320,CA-2012-142937,2012-12-05,2012-12-06,First Class,SF-20065
8321,US-2013-149790,2013-09-27,2013-10-02,Standard Class,SC-20380
8322,CA-2013-130778,2013-11-20,2013-11-26,Standard Class,ND-18370
8324,CA-2014-144456,2014-09-09,2014-09-10,First Class,FC-14245
8326,CA-2014-103478,2014-07-22,2014-07-25,Second Class,KL-16555
8328,CA-2014-118577,2014-10-07,2014-10-12,Standard Class,XP-21865
8330,CA-2014-113572,2014-11-08,2014-11-12,Standard Class,FP-14320
8331,CA-2013-153269,2013-03-10,2013-03-13,First Class,PS-18760
8335,CA-2014-161655,2014-05-14,2014-05-19,Second Class,CW-11905
8336,CA-2013-101469,2013-07-03,2013-07-09,Standard Class,KH-16360
8337,CA-2011-153087,2011-12-27,2012-01-03,Standard Class,TC-20980
8339,CA-2014-135076,2014-04-14,2014-04-18,Standard Class,YS-21880
8340,CA-2011-161634,2011-11-14,2011-11-20,Standard Class,CC-12220
8341,CA-2014-141481,2014-06-12,2014-06-15,First Class,ZD-21925
8342,CA-2013-132549,2013-11-26,2013-12-01,Standard Class,JK-15370
8343,US-2011-155544,2011-03-21,2011-03-25,Standard Class,GM-14440
8346,US-2012-115238,2012-04-30,2012-05-04,Standard Class,JW-15220
8351,CA-2014-132199,2014-05-04,2014-05-09,Standard Class,BO-11350
8356,CA-2013-163174,2013-08-27,2013-08-31,Standard Class,XP-21865
8357,CA-2011-110555,2011-04-11,2011-04-18,Standard Class,MM-18055
8360,CA-2014-147207,2014-01-03,2014-01-05,Second Class,TS-21655
8364,CA-2014-137631,2014-04-29,2014-05-03,Standard Class,JL-15235
8365,CA-2014-157273,2014-01-31,2014-02-03,First Class,SZ-20035
8366,CA-2011-109918,2011-09-07,2011-09-12,Second Class,LR-17035
8369,CA-2013-118745,2013-06-12,2013-06-17,Standard Class,SV-20365
8370,CA-2013-163972,2013-10-18,2013-10-22,Standard Class,MG-17890
8371,CA-2011-165393,2011-12-27,2011-12-30,First Class,NC-18415
8372,CA-2013-113726,2013-11-25,2013-12-02,Standard Class,SC-20680
8373,CA-2013-152940,2013-11-11,2013-11-14,First Class,RO-19780
8374,CA-2012-158701,2012-01-05,2012-01-10,Standard Class,JL-15175
8376,CA-2014-156272,2014-03-22,2014-03-28,Standard Class,PW-19030
8377,CA-2012-162964,2012-11-12,2012-11-18,Standard Class,MF-18250
8380,CA-2011-103527,2011-09-09,2011-09-14,Second Class,CC-12220
8381,CA-2013-134544,2013-03-18,2013-03-20,Second Class,AC-10660
8382,CA-2013-163048,2013-02-08,2013-02-15,Standard Class,MH-17440
8383,CA-2013-145135,2013-11-27,2013-11-29,First Class,CD-12790
8385,CA-2014-137582,2014-09-05,2014-09-09,Standard Class,CV-12805
8386,CA-2012-149601,2012-05-28,2012-06-03,Standard Class,TB-21625
8388,CA-2011-139423,2011-11-01,2011-11-05,Standard Class,DG-13300
8389,CA-2013-102596,2013-12-28,2013-12-31,First Class,RD-19810
8390,CA-2014-153227,2014-12-05,2014-12-07,First Class,CS-12250
8391,CA-2014-110625,2014-12-24,2014-12-31,Standard Class,JB-16045
8392,CA-2013-142594,2013-12-02,2013-12-07,Second Class,EJ-14155
8396,CA-2011-152254,2011-06-30,2011-06-30,Same Day,BD-11620
8397,US-2011-120236,2011-09-03,2011-09-04,First Class,MR-17545
8398,CA-2014-120061,2014-11-03,2014-11-08,Second Class,SR-20425
8399,CA-2012-133837,2012-04-13,2012-04-18,Standard Class,TH-21100
8400,CA-2012-110814,2012-12-05,2012-12-09,Second Class,BD-11635
8403,CA-2013-154067,2013-02-01,2013-02-07,Standard Class,SM-20950
8404,CA-2014-140480,2014-07-09,2014-07-13,Standard Class,HE-14800
8409,CA-2012-134082,2012-12-11,2012-12-17,Standard Class,JK-15640
8410,CA-2013-130820,2013-11-16,2013-11-16,Same Day,ON-18715
8411,CA-2013-159765,2013-05-10,2013-05-13,Second Class,TH-21100
8412,CA-2014-132290,2014-03-11,2014-03-15,Standard Class,MD-17350
8413,CA-2013-147109,2013-12-18,2013-12-22,Standard Class,AH-10075
8415,CA-2014-107265,2014-04-07,2014-04-13,Standard Class,ML-17755
8416,CA-2014-118199,2014-05-10,2014-05-12,First Class,LB-16795
8421,CA-2014-150091,2014-10-13,2014-10-17,Standard Class,NP-18670
8425,CA-2013-137652,2013-08-29,2013-08-31,First Class,EB-13750
8426,CA-2012-128356,2012-10-02,2012-10-07,Standard Class,RP-19390
8427,CA-2014-167017,2014-11-24,2014-11-26,First Class,DC-12850
8428,US-2014-132220,2014-11-13,2014-11-17,Standard Class,DJ-13510
8429,CA-2013-118129,2013-12-20,2013-12-22,Second Class,CL-12565
8430,US-2011-113124,2011-03-30,2011-04-05,Standard Class,NC-18340
8431,CA-2014-155621,2014-11-09,2014-11-14,Standard Class,KN-16450
8432,US-2011-127635,2011-09-14,2011-09-18,Second Class,SC-20260
8436,CA-2012-151470,2012-09-20,2012-09-26,Standard Class,AM-10705
8437,CA-2012-112823,2012-12-10,2012-12-16,Standard Class,RA-19945
8438,CA-2011-108861,2011-05-28,2011-06-01,Standard Class,MM-17260
8439,CA-2014-114370,2014-03-15,2014-03-18,Second Class,BN-11470
8440,CA-2013-158302,2013-12-09,2013-12-13,Second Class,JB-16045
8441,CA-2014-145779,2014-05-07,2014-05-11,Standard Class,DB-13615
8442,US-2013-155173,2013-03-07,2013-03-11,Standard Class,JB-16045
8445,CA-2014-125451,2014-10-24,2014-10-25,First Class,AH-10075
8451,CA-2011-131387,2011-04-28,2011-04-30,First Class,AI-10855
8452,CA-2013-125087,2013-04-19,2013-04-24,Standard Class,TH-21115
8455,CA-2013-154081,2013-05-23,2013-05-30,Standard Class,JE-15610
8456,US-2014-118556,2014-05-29,2014-06-03,Second Class,TH-21235
8458,CA-2011-126200,2011-08-25,2011-08-29,Standard Class,JE-15715
8460,CA-2011-146500,2011-08-30,2011-09-04,Standard Class,AT-10735
8462,CA-2012-169537,2012-09-03,2012-09-07,Second Class,JH-15820
8463,CA-2011-100881,2011-03-28,2011-04-01,Standard Class,DR-12940
8464,CA-2012-144043,2012-05-10,2012-05-15,Standard Class,AB-10165
8465,CA-2012-116512,2012-04-09,2012-04-14,Standard Class,MC-18100
8466,CA-2012-101000,2012-04-09,2012-04-14,Standard Class,IG-15085
8467,CA-2013-168557,2013-09-20,2013-09-24,Standard Class,FH-14275
8468,US-2013-164196,2013-11-12,2013-11-18,Standard Class,AS-10285
8469,US-2014-132031,2014-04-24,2014-04-28,Standard Class,PN-18775
8473,CA-2012-169733,2012-10-22,2012-10-26,Second Class,GM-14500
8474,CA-2014-169404,2014-04-10,2014-04-15,Standard Class,NC-18625
8476,CA-2014-134880,2014-10-28,2014-11-02,Standard Class,TW-21025
8477,CA-2012-145758,2012-10-30,2012-10-30,Same Day,BF-11020
8478,CA-2014-158736,2014-12-19,2014-12-25,Standard Class,TT-21460
8479,US-2013-119270,2013-03-13,2013-03-17,Standard Class,SW-20245
8480,CA-2011-109890,2011-07-21,2011-07-27,Standard Class,PG-18820
8481,CA-2013-138583,2013-05-25,2013-05-29,Standard Class,DP-13390
8482,US-2014-118535,2014-02-12,2014-02-16,Standard Class,DJ-13510
8483,CA-2013-126284,2013-09-21,2013-09-25,Standard Class,EN-13780
8484,CA-2014-142391,2014-09-25,2014-09-25,Same Day,PB-19150
8485,CA-2014-124716,2014-03-28,2014-04-01,Standard Class,BD-11560
8488,CA-2013-158841,2013-02-02,2013-02-04,Second Class,SE-20110
8491,CA-2014-106824,2014-07-08,2014-07-12,Standard Class,AT-10735
8492,CA-2012-109190,2012-10-23,2012-10-28,Standard Class,CC-12685
8495,CA-2013-143154,2013-12-03,2013-12-09,Standard Class,AS-10225
8496,CA-2011-169061,2011-03-05,2011-03-08,Second Class,AB-10150
8501,CA-2012-102316,2012-02-29,2012-03-03,Second Class,DH-13075
8503,CA-2011-164903,2011-02-21,2011-02-25,Standard Class,SR-20740
8504,CA-2013-109400,2013-05-03,2013-05-07,Standard Class,NR-18550
8505,CA-2013-130400,2013-03-09,2013-03-13,Standard Class,SJ-20125
8508,CA-2012-135853,2012-12-11,2012-12-14,First Class,CA-12775
8511,CA-2013-103359,2013-12-23,2013-12-27,Standard Class,LC-16885
8512,CA-2013-144645,2013-02-02,2013-02-08,Standard Class,NS-18640
8513,CA-2014-141614,2014-06-06,2014-06-10,Standard Class,NS-18640
8514,CA-2012-122168,2012-08-21,2012-08-26,Standard Class,HG-14965
8516,CA-2013-132899,2013-04-08,2013-04-12,Standard Class,SF-20200
8517,CA-2014-149720,2014-06-05,2014-06-08,Second Class,EM-14065
8518,CA-2014-118003,2014-12-05,2014-12-11,Standard Class,DO-13645
8521,CA-2013-141887,2013-01-11,2013-01-15,Standard Class,MP-17470
8522,US-2013-160206,2013-04-02,2013-04-08,Standard Class,MY-18295
8523,CA-2014-133074,2014-09-22,2014-09-26,Standard Class,DB-13615
8524,CA-2014-161172,2014-03-17,2014-03-17,Same Day,SP-20920
8529,CA-2014-137624,2014-11-11,2014-11-18,Standard Class,ME-17320
8530,CA-2013-156748,2013-12-01,2013-12-07,Standard Class,BS-11755
8534,CA-2012-169677,2012-01-13,2012-01-15,Second Class,KS-16300
8535,US-2011-163146,2011-05-16,2011-05-20,Standard Class,CC-12475
8536,CA-2012-157343,2012-06-07,2012-06-11,Standard Class,HD-14785
8539,CA-2014-147354,2014-03-10,2014-03-14,Standard Class,KB-16315
8541,CA-2012-157287,2012-12-22,2012-12-23,First Class,HR-14830
8543,CA-2011-137575,2011-08-06,2011-08-11,Standard Class,TB-21625
8544,CA-2013-119074,2013-03-28,2013-04-01,Standard Class,DS-13180
8547,CA-2012-149566,2012-12-05,2012-12-10,Standard Class,GB-14530
8549,CA-2012-126186,2012-09-11,2012-09-12,First Class,GB-14530
8550,CA-2012-121132,2012-07-17,2012-07-24,Standard Class,VB-21745
8552,CA-2011-140473,2011-05-30,2011-06-03,Standard Class,MC-17425
8553,US-2014-102904,2014-11-14,2014-11-21,Standard Class,CB-12025
8554,CA-2013-102092,2013-12-10,2013-12-12,First Class,PM-18940
8555,CA-2012-117884,2012-03-22,2012-03-22,Same Day,DC-13285
8557,CA-2013-132829,2013-12-24,2013-12-27,Second Class,LA-16780
8562,CA-2013-123540,2013-04-03,2013-04-07,Second Class,DJ-13420
8563,US-2014-108315,2014-05-01,2014-05-05,Standard Class,MH-18115
8565,CA-2013-134110,2013-11-18,2013-11-19,First Class,BG-11035
8567,US-2013-136581,2013-11-11,2013-11-13,First Class,SV-20365
8568,CA-2013-162390,2013-12-07,2013-12-13,Standard Class,DP-13105
8571,CA-2013-162222,2013-04-04,2013-04-04,Same Day,SR-20740
8572,CA-2011-121629,2011-11-28,2011-12-02,Standard Class,BT-11680
8573,CA-2012-164623,2012-10-20,2012-10-22,First Class,MS-17770
8574,CA-2011-159849,2011-09-19,2011-09-19,Same Day,JK-15640
8575,CA-2014-101273,2014-08-28,2014-08-31,Second Class,ST-20530
8576,CA-2014-106747,2014-07-04,2014-07-05,First Class,TS-21505
8577,CA-2014-146164,2014-12-23,2014-12-27,Standard Class,CM-12190
8579,CA-2013-111605,2013-12-28,2014-01-03,Standard Class,JW-15955
8580,CA-2011-130673,2011-05-20,2011-05-22,Second Class,MC-17590
8584,CA-2011-104808,2011-02-05,2011-02-09,Second Class,MH-17440
8585,US-2014-132927,2014-12-10,2014-12-16,Standard Class,RD-19720
8586,CA-2014-162012,2014-07-12,2014-07-19,Standard Class,KB-16240
8588,CA-2012-138492,2012-05-15,2012-05-22,Standard Class,FC-14335
8589,CA-2014-145338,2014-01-30,2014-02-02,First Class,BD-11770
8590,CA-2014-126676,2014-09-30,2014-10-02,First Class,FH-14365
8591,CA-2014-101700,2014-04-24,2014-04-27,First Class,SO-20335
8593,CA-2014-159667,2014-11-10,2014-11-14,Standard Class,PM-19135
8595,CA-2011-111934,2011-05-05,2011-05-07,First Class,GD-14590
8597,US-2013-117387,2013-10-28,2013-11-01,Standard Class,PA-19060
8598,CA-2011-141110,2011-11-26,2011-12-01,Standard Class,LS-17200
8602,US-2011-133949,2011-12-31,2011-12-31,Same Day,JL-15175
8603,US-2013-116365,2013-01-03,2013-01-08,Standard Class,CA-12310
8606,CA-2014-162936,2014-08-19,2014-08-23,Standard Class,CM-12160
8607,CA-2011-151946,2011-06-04,2011-06-09,Standard Class,BT-11440
8611,CA-2014-123624,2014-11-14,2014-11-18,Second Class,SE-20110
8612,CA-2013-146437,2013-01-28,2013-02-01,Second Class,HG-14965
8613,CA-2013-138233,2013-11-10,2013-11-15,Standard Class,PF-19165
8614,CA-2013-165918,2013-09-11,2013-09-15,Standard Class,BD-11770
8618,CA-2014-117513,2014-03-04,2014-03-09,Standard Class,BT-11395
8619,CA-2014-132437,2014-09-09,2014-09-14,Second Class,EM-14095
8620,US-2014-119319,2014-11-07,2014-11-10,Second Class,LC-17050
8621,CA-2014-104318,2014-05-14,2014-05-19,Standard Class,FH-14275
8622,US-2013-114230,2013-11-28,2013-12-02,Standard Class,CM-12235
8623,CA-2012-136147,2012-11-13,2012-11-18,Standard Class,FM-14380
8625,CA-2012-156118,2012-12-08,2012-12-12,Standard Class,HG-14965
8626,CA-2012-164084,2012-09-07,2012-09-12,Standard Class,AG-10525
8631,CA-2013-107783,2013-07-29,2013-07-30,First Class,OT-18730
8634,CA-2014-159793,2014-08-26,2014-08-30,Standard Class,SV-20365
8635,CA-2011-160094,2011-04-30,2011-05-02,First Class,JM-16195
8637,CA-2014-151281,2014-04-28,2014-05-03,Standard Class,HM-14980
8638,CA-2014-118346,2014-07-24,2014-07-25,First Class,PO-19180
8639,CA-2011-129819,2011-12-13,2011-12-15,Second Class,KC-16675
8640,US-2014-148551,2014-01-13,2014-01-17,Standard Class,DB-13120
